protocol,town,weather,episodes,success_rate_pct,mean_local_driving_score,std_local_driving_score,mean_route_completion_pct,std_route_completion_pct,mean_local_infraction_score,std_local_infraction_score,mean_cte_m,std_cte_m,mean_abs_route_heading_rad,std_abs_route_heading_rad,mean_min_ttc_s,std_min_ttc_s,ttc_observed_episodes,mean_intervention_rate,std_intervention_rate,mean_sigma_bar,std_sigma_bar,mean_policy_entropy_proxy,reliability_proxy_ece,total_distance_km,collisions,collisions_per_km,off_routes,off_routes_per_km,timeouts,timeouts_per_km,red_light_events,red_light_events_per_km,server_errors,official_leaderboard_score
cross_town,Town02,mixed,20,0.0,0.15000326263581187,0.5486271256719127,0.23854073253016866,0.8778436558824221,0.7053571428571429,0.02748156300228092,0.036817472025190826,0.1153031378915817,0.008413733262147388,0.021409012320581056,4.288694372828676,6.0018106752354345,20,0.0,0.0,0.8442140266307219,0.2420125575578861,1.1640422852999557,0.1557859733692781,0.024734920293476962,2,80.85734565829328,0,0.0,18,727.7161109246396,0,0.0,0,0
