protocol,town,weather,episodes,success_rate_pct,mean_local_driving_score,std_local_driving_score,mean_route_completion_pct,std_route_completion_pct,mean_local_infraction_score,std_local_infraction_score,mean_cte_m,std_cte_m,mean_abs_route_heading_rad,std_abs_route_heading_rad,mean_min_ttc_s,std_min_ttc_s,ttc_observed_episodes,mean_intervention_rate,std_intervention_rate,mean_sigma_bar,std_sigma_bar,mean_policy_entropy_proxy,reliability_proxy_ece,total_distance_km,collisions,collisions_per_km,off_routes,off_routes_per_km,timeouts,timeouts_per_km,red_light_events,red_light_events_per_km,server_errors,official_leaderboard_score
source_stress,Town10HD_Opt,night_rain_fog,20,100.0,94.19857031038539,10.30541600204548,98.41584704534384,0.012161626804837967,0.9571428571428571,0.10467072815214949,0.06590893090914189,0.018436259944992362,0.08261097723008756,0.021593081594334897,0.9018289588049603,0.2802256128369514,20,0.4897392812141358,0.1082043782116189,0.7583711146444327,0.06405568493335274,2.4496657330490366,0.7583711146444326,9.846029723592949,0,0.0,0,0.0,0,0.0,3,0.30469134099924894,0,0
