protocol,town,weather,episode,seed,checkpoint_role,checkpoint_training_steps,calibrator_fitted,requested_npc,spawned_npc,requested_walkers,spawned_walkers,spawn_index,goal_index,route_length_m,steps,total_reward,success,terminal_reason,route_completion_pct,distance_km,collision,collision_type,off_route,timeout,stuck,red_light_events,intervention_rate,mean_cte_m,mean_abs_route_heading_rad,mean_speed_kmh,min_ttc_s,ttc_observed,mean_sigma_bar,mean_sigma_ale,mean_sigma_epi,mean_policy_entropy_proxy,local_infraction_score,local_driving_score,official_leaderboard_score,server_error
source_stress,Town10HD_Opt,night_rain_fog,1,43,source,497953,0,20,20,0,0,28,-1,500.6982221326668,3614,402.4615843146086,1,goal,98.40394898920619,0.4927163055308785,0,none,0,0,0,0,0.4856115107913669,0.06051787278021805,0.06803492280747837,9.823212193475506,0.8853386899003615,1,0.7194693042599304,0.31076490521579403,5.582992431322453,2.6221381707223133,1.0,98.40394898920619,0,0
source_stress,Town10HD_Opt,night_rain_fog,2,44,source,497953,0,20,20,0,0,62,-1,499.95480292679935,3399,343.75876050896505,1,goal,98.40484750583451,0.4921680908312905,0,none,0,0,0,1,0.4742571344513092,0.06717838584430626,0.09907994154479889,10.438874954443314,0.5244175678265494,1,0.8256589989340912,0.3943768271929238,5.117110250290307,2.2573204053153217,0.7142857142857143,70.2891767898818,0,0
source_stress,Town10HD_Opt,night_rain_fog,3,45,source,497953,0,20,20,0,0,110,-1,500.9369987794975,3421,308.7244123174908,1,goal,98.41625572724776,0.4936085917805003,0,none,0,0,0,0,0.44694533762057875,0.0785021533804256,0.09972638102434658,10.397100648079974,0.5704274591354298,1,0.682589062009071,0.33150282878950305,3.728919891914261,2.610144903788055,1.0,98.41625572724776,0,0
source_stress,Town10HD_Opt,night_rain_fog,4,46,source,497953,0,20,20,0,0,37,-1,499.94630770543176,2642,177.19458312432502,1,goal,98.41446907883129,0.4916218844972961,0,none,0,0,0,0,0.30469341408024225,0.09549221500998599,0.12356392425329926,13.410605438201344,1.5345601018847637,1,0.7234019080542147,0.4268504913436654,1.3137221553062481,2.4250544086267873,1.0,98.41446907883129,0,0
source_stress,Town10HD_Opt,night_rain_fog,5,47,source,497953,0,20,20,0,0,147,-1,499.1632518347028,5229,1123.31623368541,1,goal,98.40183611934515,0.49188398551884455,0,none,0,0,0,0,0.6911455345190285,0.06888984462789659,0.08004273943551822,6.779029428534185,0.5047397309185895,1,0.8736992453065194,0.36473777001094215,11.565828625187477,2.2109171044965574,1.0,98.40183611934515,0,0
source_stress,Town10HD_Opt,night_rain_fog,6,48,source,497953,0,20,20,0,0,72,-1,500.4311854842699,3993,589.1165686387715,1,goal,98.4261103478092,0.49291113724008795,0,none,0,0,0,0,0.5815176558978212,0.05024159106021869,0.09092719185037605,8.897569444905944,1.151023855729227,1,0.775989020964928,0.31723120745906785,4.878294329914977,2.477364105701208,1.0,98.4261103478092,0,0
source_stress,Town10HD_Opt,night_rain_fog,7,49,source,497953,0,20,20,0,0,49,-1,499.2208276585435,3996,263.6109910539584,1,goal,98.4039364589308,0.49170753112347676,0,none,0,0,0,1,0.5092592592592593,0.04968171299454715,0.060093613709901586,8.866937646311934,1.272499054716916,1,0.7348768538660234,0.3221375447538522,3.694184457186349,2.606129501391579,0.7142857142857143,70.28852604209344,0,0
source_stress,Town10HD_Opt,night_rain_fog,8,50,source,497953,0,20,20,0,0,140,-1,499.13711140947487,3587,439.76392704562375,1,goal,98.42273289159591,0.491395888118898,0,none,0,0,0,0,0.4984666852523,0.0551434019493748,0.06911218258017755,9.870528067495348,0.9253930191822707,1,0.7644294884117128,0.3409107956242887,6.5037900422901815,2.417551893409594,1.0,98.42273289159591,0,0
source_stress,Town10HD_Opt,night_rain_fog,9,51,source,497953,0,20,20,0,0,51,-1,499.5712599195413,4076,638.8597635190805,1,goal,98.4155354389459,0.4920165501877015,0,none,0,0,0,0,0.588567222767419,0.04705920798359338,0.066825154179846,8.696852723221165,0.6074189180066704,1,0.8439696293627666,0.3441550855006624,6.480907364148063,2.495841061577596,1.0,98.4155354389459,0,0
source_stress,Town10HD_Opt,night_rain_fog,10,52,source,497953,0,20,20,0,0,63,-1,500.2048485305256,3318,267.8425664792458,1,goal,98.42196025466967,0.4924720778365161,0,none,0,0,0,0,0.4023508137432188,0.07109198271124173,0.07735900898708674,10.693495782763613,0.8804355474935056,1,0.7260563192218812,0.40528667284340797,2.076047278420142,2.4994514466158377,1.0,98.42196025466967,0,0
source_stress,Town10HD_Opt,night_rain_fog,11,53,source,497953,0,20,20,0,0,65,-1,500.6874525901429,3212,155.0247879243248,1,goal,98.43429314562397,0.493154699038654,0,none,0,0,0,0,0.32036114570361146,0.06468021932960029,0.0703361552027246,11.061313177734707,0.8769088781765174,1,0.6753328454264371,0.33012306531554886,3.3938830844290466,2.601734677369093,1.0,98.43429314562397,0,0
source_stress,Town10HD_Opt,night_rain_fog,12,54,source,497953,0,20,20,0,0,13,-1,499.6799886299964,3430,299.81607464055577,1,goal,98.43471682735867,0.4923107209372634,0,none,0,0,0,0,0.46034985422740526,0.06718708939116944,0.04890029503873669,10.342897171920928,0.5562582604176588,1,0.8072389599706967,0.4071708824865672,3.1481061343343946,1.9619202922106485,1.0,98.43471682735867,0,0
source_stress,Town10HD_Opt,night_rain_fog,13,55,source,497953,0,20,20,0,0,86,-1,500.49418456553855,3540,434.4666990254038,1,goal,98.43497396321929,0.49250459536060887,0,none,0,0,0,0,0.5127118644067796,0.10618270827757144,0.11178253980269388,10.026828947781722,0.9752402194251408,1,0.7830916353622399,0.36381303492912465,7.6870550545869065,2.2512641152419612,1.0,98.43497396321929,0,0
source_stress,Town10HD_Opt,night_rain_fog,14,56,source,497953,0,20,20,0,0,148,-1,499.5010149606144,3523,270.18583559732986,1,goal,98.40948519783899,0.4918272559060498,0,none,0,0,0,0,0.4269088844734601,0.03276830618620188,0.039959349369053127,10.05655788399373,1.2952553159160956,1,0.7056356805683096,0.32575939275512567,11.809699085147576,2.5274650593423855,1.0,98.40948519783899,0,0
