protocol,town,weather,episodes,success_rate_pct,mean_local_driving_score,std_local_driving_score,mean_route_completion_pct,std_route_completion_pct,mean_local_infraction_score,std_local_infraction_score,mean_cte_m,std_cte_m,mean_abs_route_heading_rad,std_abs_route_heading_rad,mean_min_ttc_s,std_min_ttc_s,ttc_observed_episodes,mean_intervention_rate,std_intervention_rate,mean_sigma_bar,std_sigma_bar,mean_policy_entropy_proxy,reliability_proxy_ece,total_distance_km,collisions,collisions_per_km,off_routes,off_routes_per_km,timeouts,timeouts_per_km,red_light_events,red_light_events_per_km,server_errors,official_leaderboard_score
cross_town,Town02,mixed,20,0.0,0.012669202202037048,0.05639652726512429,0.017736883082851866,0.078955138171174,0.7142857142857143,0.0,0.01963940603361945,0.08583936447778917,0.008128679350037357,0.03635152489721763,3.8406267500344535,5.512522047035745,20,0.0,0.0,0.6645870092107813,0.27391619971365433,1.117855902265123,0.3354129907892187,0.0018227845432621814,0,0.0,0,0.0,20,10972.223828608188,0,0.0,0,0
