protocol,town,weather,episode,route_point_index,route_s_m,x,y,z,yaw_deg
extended,Town03,night_rain_fog,11,0,0.0,1.5494399070739746,62.01949691772461,0.0,269.637451171875
extended,Town03,night_rain_fog,11,1,1.9999980746420474,1.5367851257324219,60.01953887939453,0.0,269.637451171875
extended,Town03,night_rain_fog,11,2,3.9999999639049975,1.5241303443908691,58.01957702636719,0.0,269.637451171875
extended,Town03,night_rain_fog,11,3,6.000001853167948,1.5114755630493164,56.019615173339844,0.0,269.637451171875
extended,Town03,night_rain_fog,11,4,7.999999927809995,1.4988207817077637,54.019657135009766,0.0,269.637451171875
extended,Town03,night_rain_fog,11,5,10.000001817072945,1.486166000366211,52.01969528198242,0.0,269.637451171875
extended,Town03,night_rain_fog,11,6,11.999999891714992,1.4735112190246582,50.019737243652344,0.0,269.637451171875
extended,Town03,night_rain_fog,11,7,14.000001780977943,1.4608564376831055,48.019775390625,0.0,269.637451171875
extended,Town03,night_rain_fog,11,8,15.99999985561999,1.4482016563415527,46.01981735229492,0.0,269.637451171875
extended,Town03,night_rain_fog,11,9,18.00000174488294,1.435546875,44.01985549926758,0.0,269.637451171875
extended,Town03,night_rain_fog,11,10,20.00000363716308,1.422891616821289,42.019893646240234,0.0,-90.36251831054688
extended,Town03,night_rain_fog,11,11,22.068881238467423,1.441462516784668,39.95109939575195,0.0,-88.10162353515625
extended,Town03,night_rain_fog,11,12,24.15857438492994,1.5643174648284912,37.865020751953125,0.0,-85.15753173828125
extended,Town03,night_rain_fog,11,13,26.248267633526623,1.7941584587097168,35.78800582885742,0.0,-82.21337890625
extended,Town03,night_rain_fog,11,14,28.33796445192873,2.1303677558898926,33.72553253173828,0.0,-79.26925659179688
extended,Town03,night_rain_fog,11,15,30.427653642500935,2.572075366973877,31.683059692382812,0.0,-76.32513427734375
extended,Town03,night_rain_fog,11,16,32.51677882037905,3.117934465408325,29.666507720947266,0.0,-73.39973449707031
extended,Town03,night_rain_fog,11,17,34.516777404561836,3.689319372177124,27.749866485595703,0.0,-73.39973449707031
extended,Town03,night_rain_fog,11,18,36.67512781464057,4.398491382598877,25.711349487304688,0.0,-68.19046020507812
extended,Town03,night_rain_fog,11,19,38.83499840248349,5.292083263397217,23.744998931884766,0.0,-62.93145751953125
extended,Town03,night_rain_fog,11,20,40.9948663609489,6.36214542388916,21.868833541870117,0.0,-57.67242431640625
extended,Town03,night_rain_fog,11,21,43.15473760014206,7.599669933319092,20.098642349243164,0.0,-52.41340637207031
