protocol,town,weather,episode,route_point_index,route_s_m,x,y,z,yaw_deg
cross_town,Town02,mixed,12,0,0.0,-7.443727970123291,234.1099395751953,0.0,89.98706817626953
cross_town,Town02,mixed,12,1,2.000000050977689,-7.443276405334473,236.1099395751953,0.0,89.98706817626953
cross_town,Town02,mixed,12,2,4.000000101955378,-7.442824840545654,238.1099395751953,0.0,89.98706817626953
cross_town,Town02,mixed,12,3,6.000000152933067,-7.442373275756836,240.1099395751953,0.0,89.98706817626953
cross_town,Town02,mixed,12,4,8.000000203910757,-7.441921710968018,242.1099395751953,0.0,89.98706817626953
cross_town,Town02,mixed,12,5,10.000000254996165,-7.441469669342041,244.1099395751953,0.0,89.98706817626953
cross_town,Town02,mixed,12,6,12.000000305973854,-7.441018104553223,246.1099395751953,0.0,89.98706817626953
cross_town,Town02,mixed,12,7,14.000000356951544,-7.440566539764404,248.1099395751953,0.0,89.98706817626953
cross_town,Town02,mixed,12,8,16.00000040792923,-7.440114974975586,250.1099395751953,0.0,89.98706817626953
cross_town,Town02,mixed,12,9,18.00271801088755,-7.4376325607299805,252.11265563964844,0.0,89.90901947021484
cross_town,Town02,mixed,12,10,20.0027052741973,-7.4344563484191895,254.11264038085938,0.0,89.90901947021484
cross_town,Town02,mixed,12,11,22.00270779627687,-7.431280136108398,256.1126403808594,0.0,89.90901947021484
cross_town,Town02,mixed,12,12,24.00271031759923,-7.428104400634766,258.1126403808594,0.0,89.90901947021484
cross_town,Town02,mixed,12,13,26.0027128396788,-7.424928188323975,260.1126403808594,0.0,89.90901947021484
cross_town,Town02,mixed,12,14,28.00271536175837,-7.421751976013184,262.1126403808594,0.0,89.90901947021484
cross_town,Town02,mixed,12,15,30.00271788308073,-7.418576240539551,264.1126403808594,0.0,89.90901947021484
cross_town,Town02,mixed,12,16,32.002720405160304,-7.41540002822876,266.1126403808594,0.0,89.90901947021484
cross_town,Town02,mixed,12,17,34.00272292723987,-7.412223815917969,268.1126403808594,0.0,89.90901947021484
cross_town,Town02,mixed,12,18,36.00272544856223,-7.409048080444336,270.1126403808594,0.0,89.90901947021484
cross_town,Town02,mixed,12,19,38.00269745310216,-7.405871868133545,272.11260986328125,0.0,89.90901947021484
cross_town,Town02,mixed,12,20,40.00269997518173,-7.402695655822754,274.11260986328125,0.0,89.90901947021484
cross_town,Town02,mixed,12,21,42.002702496504085,-7.399519920349121,276.11260986328125,0.0,89.90901947021484
cross_town,Town02,mixed,12,22,44.002705018583654,-7.39634370803833,278.11260986328125,0.0,89.90901947021484
cross_town,Town02,mixed,12,23,46.00270754066322,-7.393167495727539,280.11260986328125,0.0,89.90901947021484
cross_town,Town02,mixed,12,24,48.00271006198558,-7.389991760253906,282.11260986328125,0.0,89.90901947021484
cross_town,Town02,mixed,12,25,50.00271258406515,-7.386815547943115,284.11260986328125,0.0,89.90901947021484
cross_town,Town02,mixed,12,26,52.00271510614472,-7.383639335632324,286.11260986328125,0.0,89.90901947021484
cross_town,Town02,mixed,12,27,54.00271762746708,-7.380463600158691,288.11260986328125,0.0,89.90901947021484
cross_town,Town02,mixed,12,28,56.00272014954665,-7.3772873878479,290.11260986328125,0.0,89.90901947021484
cross_town,Town02,mixed,12,29,58.002722671626216,-7.374111175537109,292.11260986328125,0.0,89.90901947021484
cross_town,Town02,mixed,12,30,60.002725192948574,-7.370935440063477,294.11260986328125,0.0,89.90901947021484
cross_town,Town02,mixed,12,31,62.00306340872147,-7.367758750915527,296.1129455566406,0.0,89.90901947021484
cross_town,Town02,mixed,12,32,64.41341730547626,-7.159109115600586,298.5142517089844,0.0,437.9951171875
cross_town,Town02,mixed,12,33,66.93863925621487,-6.310569763183594,300.89263916015625,0.0,422.7347717285156
cross_town,Town02,mixed,12,34,69.463844205639,-4.865949630737305,302.96380615234375,0.0,407.47442626953125
cross_town,Town02,mixed,12,35,71.93092395738344,-2.985673189163208,304.5610046386719,0.0,393.9271240234375
cross_town,Town02,mixed,12,36,74.33714790611427,-0.8620538711547852,305.69244384765625,0.0,382.168701171875
cross_town,Town02,mixed,12,37,76.74336797229991,1.4475713968276978,306.36737060546875,0.0,370.4102783203125
cross_town,Town02,mixed,12,38,79.10431194337623,3.8005990982055664,306.560546875,0.0,359.9609375
cross_town,Town02,mixed,12,39,81.10431191729926,5.800598621368408,306.5592041015625,0.0,-0.039054833352565765
cross_town,Town02,mixed,12,40,83.10431238878125,7.800598621368408,306.5578308105469,0.0,-0.039054833352565765
cross_town,Town02,mixed,12,41,85.10431142975212,9.800597190856934,306.55645751953125,0.0,-0.039054833352565765
cross_town,Town02,mixed,12,42,87.10431188051218,11.800597190856934,306.55511474609375,0.0,-0.039054833352565765
cross_town,Town02,mixed,12,43,89.10431139832009,13.800596237182617,306.5537414550781,0.0,-0.039054833352565765
cross_town,Town02,mixed,12,44,91.10431186980209,15.800596237182617,306.5523681640625,0.0,-0.039054833352565765
cross_town,Town02,mixed,12,45,93.10431232056216,17.800596237182617,306.551025390625,0.0,-0.039054833352565765
cross_town,Town02,mixed,12,46,95.10431279204415,19.800596237182617,306.5496520996094,0.0,-0.039054833352565765
