protocol,town,weather,episode,route_point_index,route_s_m,x,y,z,yaw_deg
source_stress,Town10HD_Opt,night_rain_fog,15,0,0.0,29.849092483520508,-64.40916442871094,0.0,179.97657775878906
source_stress,Town10HD_Opt,night_rain_fog,15,1,2.0000001666048703,27.849092483520508,-64.4083480834961,0.0,179.97657775878906
source_stress,Town10HD_Opt,night_rain_fog,15,2,3.999996518512793,25.849096298217773,-64.40753173828125,0.0,179.97657775878906
source_stress,Town10HD_Opt,night_rain_fog,15,3,5.999996685117663,23.849096298217773,-64.4067153930664,0.0,179.97657775878906
source_stress,Town10HD_Opt,night_rain_fog,15,4,7.999996851722534,21.849096298217773,-64.40589904785156,0.0,179.97657775878906
source_stress,Town10HD_Opt,night_rain_fog,15,5,9.999997018327404,19.849096298217773,-64.40508270263672,0.0,179.97657775878906
source_stress,Town10HD_Opt,night_rain_fog,15,6,11.999997184932274,17.849096298217773,-64.40426635742188,0.0,179.97657775878906
source_stress,Town10HD_Opt,night_rain_fog,15,7,13.999997354665807,15.849096298217773,-64.4034423828125,0.0,179.97657775878906
source_stress,Town10HD_Opt,night_rain_fog,15,8,15.999997521270677,13.849096298217773,-64.40262603759766,0.0,179.97657775878906
source_stress,Town10HD_Opt,night_rain_fog,15,9,17.99999768787555,11.849096298217773,-64.40180969238281,0.0,179.97657775878906
source_stress,Town10HD_Opt,night_rain_fog,15,10,19.99999785448042,9.849096298217773,-64.40099334716797,0.0,179.97657775878906
source_stress,Town10HD_Opt,night_rain_fog,15,11,21.99999754424817,7.849096775054932,-64.40017700195312,0.0,179.97657775878906
source_stress,Town10HD_Opt,night_rain_fog,15,12,23.991176839487533,5.857920169830322,-64.40345001220703,0.0,180.27842712402344
source_stress,Town10HD_Opt,night_rain_fog,15,13,25.979358976278462,3.8698055744171143,-64.41983795166016,0.0,180.6652374267578
source_stress,Town10HD_Opt,night_rain_fog,15,14,27.971730106468545,1.8776456117630005,-64.44884490966797,0.0,-179.0850372314453
source_stress,Town10HD_Opt,night_rain_fog,15,15,29.971729972391962,-0.12209925055503845,-64.48078155517578,0.0,-179.0850372314453
source_stress,Town10HD_Opt,night_rain_fog,15,16,31.974041811957633,-2.1241631507873535,-64.51229095458984,0.0,-179.16073608398438
source_stress,Town10HD_Opt,night_rain_fog,15,17,33.98104027218489,-4.131000995635986,-64.53768157958984,0.0,-179.38992309570312
source_stress,Town10HD_Opt,night_rain_fog,15,18,35.982104730079975,-6.131956577301025,-64.55855560302734,0.0,180.59674072265625
source_stress,Town10HD_Opt,night_rain_fog,15,19,37.982106852188345,-8.131850242614746,-64.57938385009766,0.0,180.59674072265625
source_stress,Town10HD_Opt,night_rain_fog,15,20,39.982106590240214,-10.131741523742676,-64.60021209716797,0.0,180.59674072265625
source_stress,Town10HD_Opt,night_rain_fog,15,21,41.98210632829208,-12.131632804870605,-64.62104034423828,0.0,180.59674072265625
source_stress,Town10HD_Opt,night_rain_fog,15,22,43.98210606634395,-14.131524085998535,-64.6418685913086,0.0,180.59674072265625
source_stress,Town10HD_Opt,night_rain_fog,15,23,45.98210493024128,-16.13141441345215,-64.66270446777344,0.0,180.59674072265625
source_stress,Town10HD_Opt,night_rain_fog,15,24,47.98210466829315,-18.131305694580078,-64.68353271484375,0.0,180.59674072265625
source_stress,Town10HD_Opt,night_rain_fog,15,25,49.982106313590215,-20.13119888305664,-64.70436096191406,0.0,180.59674072265625
source_stress,Town10HD_Opt,night_rain_fog,15,26,51.98210414439688,-22.131088256835938,-64.72518920898438,0.0,180.59674072265625
source_stress,Town10HD_Opt,night_rain_fog,15,27,53.98210578969395,-24.1309814453125,-64.74601745605469,0.0,180.59674072265625
source_stress,Town10HD_Opt,night_rain_fog,15,28,55.982105527745816,-26.13087272644043,-64.766845703125,0.0,180.59674072265625
source_stress,Town10HD_Opt,night_rain_fog,15,29,57.98145290848591,-28.130111694335938,-64.78766632080078,0.0,-179.40325927734375
source_stress,Town10HD_Opt,night_rain_fog,15,30,59.9814527260058,-30.130002975463867,-64.80850219726562,0.0,-179.40325927734375
source_stress,Town10HD_Opt,night_rain_fog,15,31,61.98145246405767,-32.1298942565918,-64.82933044433594,0.0,-179.40325927734375
source_stress,Town10HD_Opt,night_rain_fog,15,32,64.03015000853875,-34.17852783203125,-64.84552001953125,0.0,179.0010986328125
source_stress,Town10HD_Opt,night_rain_fog,15,33,66.33119562258935,-36.46707534790039,-64.60601806640625,0.0,169.0499267578125
source_stress,Town10HD_Opt,night_rain_fog,15,34,68.6322393403143,-38.67980194091797,-63.97463607788086,0.0,159.09877014160156
