protocol,town,weather,episode,route_point_index,route_s_m,x,y,z,yaw_deg
source_stress,Town10HD_Opt,night_rain_fog,12,0,0.0,-109.96308898925781,-23.321636199951172,0.0,92.16395568847656
source_stress,Town10HD_Opt,night_rain_fog,12,1,2.046399105698304,-110.00284576416016,-21.275623321533203,0.0,90.6422348022461
source_stress,Town10HD_Opt,night_rain_fog,12,2,4.046398920034047,-110.0252685546875,-19.27574920654297,0.0,90.6422348022461
source_stress,Town10HD_Opt,night_rain_fog,12,3,6.046398648848174,-110.04768371582031,-17.275875091552734,0.0,90.6422348022461
source_stress,Town10HD_Opt,night_rain_fog,12,4,8.046398377662301,-110.07009887695312,-15.2760009765625,0.0,90.6422348022461
source_stress,Town10HD_Opt,night_rain_fog,12,5,10.046398191998044,-110.09252166748047,-13.276126861572266,0.0,90.6422348022461
source_stress,Town10HD_Opt,night_rain_fog,12,6,12.04639887442659,-110.11493682861328,-11.276251792907715,0.0,90.6422348022461
source_stress,Town10HD_Opt,night_rain_fog,12,7,14.046398688762332,-110.13735961914062,-9.27637767791748,0.0,90.6422348022461
source_stress,Town10HD_Opt,night_rain_fog,12,8,16.04639794076925,-110.15977478027344,-7.276504039764404,0.0,90.6422348022461
source_stress,Town10HD_Opt,night_rain_fog,12,9,18.046397669583378,-110.18218994140625,-5.27662992477417,0.0,90.6422348022461
source_stress,Town10HD_Opt,night_rain_fog,12,10,20.046398199129904,-110.2046127319336,-3.2767550945281982,0.0,90.6422348022461
source_stress,Town10HD_Opt,night_rain_fog,12,11,22.046400278299796,-110.22703552246094,-1.2768787145614624,0.0,90.6422348022461
source_stress,Town10HD_Opt,night_rain_fog,12,12,24.046400066714824,-110.24945068359375,0.7229954600334167,0.0,90.6422348022461
source_stress,Town10HD_Opt,night_rain_fog,12,13,26.046399855129852,-110.27186584472656,2.722869634628296,0.0,90.6422348022461
source_stress,Town10HD_Opt,night_rain_fog,12,14,28.046399431062,-110.2942886352539,4.722743511199951,0.0,90.6422348022461
source_stress,Town10HD_Opt,night_rain_fog,12,15,30.046399159876128,-110.31670379638672,6.7226176261901855,0.0,90.6422348022461
source_stress,Town10HD_Opt,night_rain_fog,12,16,32.046399365497464,-110.33911895751953,8.722492218017578,0.0,90.6422348022461
source_stress,Town10HD_Opt,night_rain_fog,12,17,34.04639917983321,-110.36154174804688,10.722366333007812,0.0,90.6422348022461
source_stress,Town10HD_Opt,night_rain_fog,12,18,36.046400815876176,-110.38395690917969,12.72224235534668,0.0,90.6422348022461
source_stress,Town10HD_Opt,night_rain_fog,12,19,38.0464005446903,-110.4063720703125,14.722116470336914,0.0,90.6422348022461
source_stress,Town10HD_Opt,night_rain_fog,12,20,40.046400359026045,-110.42879486083984,16.72199058532715,0.0,90.6422348022461
source_stress,Town10HD_Opt,night_rain_fog,12,21,42.04640008784017,-110.45121002197266,18.721864700317383,0.0,90.6422348022461
source_stress,Town10HD_Opt,night_rain_fog,12,22,44.046399816654294,-110.47362518310547,20.721738815307617,0.0,90.6422348022461
source_stress,Town10HD_Opt,night_rain_fog,12,23,46.04639963099004,-110.49604797363281,22.72161293029785,0.0,90.6422348022461
source_stress,Town10HD_Opt,night_rain_fog,12,24,48.04639935980416,-110.51846313476562,24.721487045288086,0.0,90.6422348022461
source_stress,Town10HD_Opt,night_rain_fog,12,25,50.04639908861829,-110.54087829589844,26.72136116027832,0.0,90.6422348022461
source_stress,Town10HD_Opt,night_rain_fog,12,26,52.04640081018279,-110.56330108642578,28.721237182617188,0.0,90.6422348022461
source_stress,Town10HD_Opt,night_rain_fog,12,27,54.04640053899691,-110.5857162475586,30.721111297607422,0.0,90.6422348022461
source_stress,Town10HD_Opt,night_rain_fog,12,28,56.04640026781104,-110.6081314086914,32.720985412597656,0.0,90.6422348022461
source_stress,Town10HD_Opt,night_rain_fog,12,29,58.04640008214678,-110.63055419921875,34.72085952758789,0.0,90.6422348022461
source_stress,Town10HD_Opt,night_rain_fog,12,30,60.04639981096091,-110.65296936035156,36.720733642578125,0.0,90.6422348022461
source_stress,Town10HD_Opt,night_rain_fog,12,31,62.04639962529665,-110.6753921508789,38.72060775756836,0.0,90.6422348022461
source_stress,Town10HD_Opt,night_rain_fog,12,32,64.04639935411078,-110.69780731201172,40.720481872558594,0.0,90.6422348022461
source_stress,Town10HD_Opt,night_rain_fog,12,33,66.0463990829249,-110.72022247314453,42.72035598754883,0.0,90.6422348022461
source_stress,Town10HD_Opt,night_rain_fog,12,34,68.04639881173904,-110.74263763427734,44.72023010253906,0.0,90.6422348022461
source_stress,Town10HD_Opt,night_rain_fog,12,35,70.04639854055317,-110.76505279541016,46.7201042175293,0.0,90.6422348022461
source_stress,Town10HD_Opt,night_rain_fog,12,36,72.04639835488891,-110.7874755859375,48.71997833251953,0.0,90.6422348022461
