protocol,town,weather,episode,route_point_index,route_s_m,x,y,z,yaw_deg
cross_town,Town02,mixed,14,0,0.0,41.85125732421875,203.8999786376953,0.0,89.99503326416016
cross_town,Town02,mixed,14,1,2.000000007366907,41.8514289855957,205.8999786376953,0.0,89.99503326416016
cross_town,Town02,mixed,14,2,4.00000001506487,41.85160446166992,207.8999786376953,0.0,89.99503326416016
cross_town,Town02,mixed,14,3,6.000000022431777,41.851776123046875,209.8999786376953,0.0,89.99503326416016
cross_town,Town02,mixed,14,4,8.00000003012974,41.851951599121094,211.8999786376953,0.0,89.99503326416016
cross_town,Town02,mixed,14,5,10.000000037496648,41.85212326049805,213.8999786376953,0.0,89.99503326416016
cross_town,Town02,mixed,14,6,12.00000004519461,41.852298736572266,215.8999786376953,0.0,89.99503326416016
cross_town,Town02,mixed,14,7,14.000000052561518,41.85247039794922,217.8999786376953,0.0,89.99503326416016
cross_town,Town02,mixed,14,8,16.00000006025948,41.85264587402344,219.8999786376953,0.0,89.99503326416016
cross_town,Town02,mixed,14,9,18.000000067626388,41.85281753540039,221.8999786376953,0.0,89.99503326416016
cross_town,Town02,mixed,14,10,20.00000007532435,41.85299301147461,223.8999786376953,0.0,89.99503326416016
cross_town,Town02,mixed,14,11,22.000000083022314,41.85316848754883,225.8999786376953,0.0,89.99503326416016
cross_town,Town02,mixed,14,12,24.00000009038922,41.85334014892578,227.8999786376953,0.0,89.99503326416016
cross_town,Town02,mixed,14,13,26.00000009775613,41.853511810302734,229.8999786376953,0.0,89.99503326416016
cross_town,Town02,mixed,14,14,28.00000010545409,41.85368728637695,231.8999786376953,0.0,89.99503326416016
cross_town,Town02,mixed,14,15,30.000000112821,41.853858947753906,233.8999786376953,0.0,89.99503326416016
cross_town,Town02,mixed,14,16,32.00000012051896,41.854034423828125,235.8999786376953,0.0,89.99503326416016
cross_town,Town02,mixed,14,17,34.00000012788587,41.85420608520508,237.8999786376953,0.0,89.99503326416016
cross_town,Town02,mixed,14,18,36.00000013558383,41.8543815612793,239.8999786376953,0.0,89.99503326416016
cross_town,Town02,mixed,14,19,38.00000014295074,41.85455322265625,241.8999786376953,0.0,89.99503326416016
cross_town,Town02,mixed,14,20,40.0000001506487,41.85472869873047,243.8999786376953,0.0,89.99503326416016
cross_town,Town02,mixed,14,21,42.00000015801561,41.85490036010742,245.8999786376953,0.0,89.99503326416016
cross_town,Town02,mixed,14,22,44.00000016571357,41.85507583618164,247.8999786376953,0.0,89.99503326416016
cross_town,Town02,mixed,14,23,45.999984914291474,41.855247497558594,249.89996337890625,0.0,89.99503326416016
cross_town,Town02,mixed,14,24,47.99998492198944,41.85542297363281,251.89996337890625,0.0,89.99503326416016
cross_town,Town02,mixed,14,25,49.999984929356344,41.855594635009766,253.89996337890625,0.0,89.99503326416016
cross_town,Town02,mixed,14,26,51.99998493705431,41.855770111083984,255.89996337890625,0.0,89.99503326416016
cross_town,Town02,mixed,14,27,53.999984944421215,41.85594177246094,257.89996337890625,0.0,89.99503326416016
cross_town,Town02,mixed,14,28,55.99998495211918,41.856117248535156,259.89996337890625,0.0,89.99503326416016
cross_town,Town02,mixed,14,29,57.99998495981714,41.856292724609375,261.89996337890625,0.0,89.99503326416016
cross_town,Town02,mixed,14,30,59.99998496718405,41.85646438598633,263.89996337890625,0.0,89.99503326416016
cross_town,Town02,mixed,14,31,61.99998497488201,41.85663986206055,265.89996337890625,0.0,89.99503326416016
