protocol,town,weather,episode,t,sim_time_s,ego_x,ego_y,ego_z,ego_yaw_deg,route_s_m,route_remaining_m,route_completion_pct,cte_m,route_heading_rad,speed_kmh,reward,command_throttle,command_brake,command_steer,applied_throttle,applied_brake,applied_steer,sigma_bar,sigma_ale,sigma_epi,policy_entropy_proxy,attention,top_attention_index,top_attention_value,ttc_s,collision,off_route,timeout,red_light_violation,intervention,terminal_reason
extended,Town04,night_rain_fog,20,1,0.05,328.3529357910156,-172.2844696044922,0.059629593044519424,-179.6798553466797,0.0032169206114606008,499.74671031845196,0.000643706068999933,0.003158716717734933,0.00010466223084026895,0.6050974978420058,0.12785935441980514,0.1372045874595642,0.7051855325698853,-0.009830334223806858,0.0,0.800000011920929,0.003967821132391691,0.8909721374511719,0.3545617163181305,0.6706157922744751,2.367842197418213,0.9325082|0.0674918|0.0000000|0.0000000|0.0000000|0.0000000|0.0000000|0.0000000|0.0000000|0.0000000,0,0.9325082302093506,,0,0,0,0,1,
extended,Town04,night_rain_fog,20,2,0.1,328.35308837890625,-172.28501892089844,0.07036220282316208,-179.68716430664062,0.0030674616415974306,499.74685977742183,0.0006137993172993622,0.0026092529296875,0.00023222764705499443,0.8406441205415792,0.0691574034241226,0.2715051770210266,0.5082473158836365,0.822675883769989,0.0,0.800000011920929,0.004445797763764858,1.0,0.35418108105659485,64.49332427978516,2.0748209953308105,0.9362404|0.0637597|0.0000000|0.0000000|0.0000000|0.0000000|0.0000000|0.0000000|0.0000000|0.0000000,0,0.9362403750419617,,0,0,0,0,1,
extended,Town04,night_rain_fog,20,3,0.15,328.353271484375,-172.2855224609375,0.08203620463609695,-179.69459533691406,0.0028872250511397927,499.74704001401227,0.0005777339612815276,0.002105712890625,0.00036192359214171077,0.8208689297143382,0.09890292746953414,0.07502198219299316,0.7667604684829712,0.8723485469818115,0.0,0.800000011920929,0.00408958550542593,1.0,0.44989562034606934,4.632049560546875,2.205838441848755,1.0000000|0.0000000|0.0000000|0.0000000|0.0000000|0.0000000|0.0000000|0.0000000|0.0000000|0.0000000,0,1.0,,0,0,0,0,1,
extended,Town04,night_rain_fog,20,4,0.2,328.35345458984375,-172.28598022460938,0.09248008579015732,-179.701171875,0.0027067279234404386,499.74722051114,0.0005416164717410017,0.00164794921875,0.00047670583512404724,0.7012474474396003,0.11924488170531307,0.26028895378112793,0.4778312146663666,0.8263300657272339,0.0,0.800000011920929,0.003855344606563449,1.0,0.35418900847435,46.56670379638672,2.0884430408477783,0.9361879|0.0638121|0.0000000|0.0000000|0.0000000|0.0000000|0.0000000|0.0000000|0.0000000|0.0000000,0,0.9361879229545593,,0,0,0,0,1,
extended,Town04,night_rain_fog,20,5,0.25,328.3536682128906,-172.2863311767578,0.10101955384016037,-179.70660400390625,0.0024951057921576603,499.7474321332713,0.0004992708665196235,0.0012969970703125,0.0005715143699309699,0.5595494819673694,0.12039148388056824,0.22722584009170532,0.5176453590393066,0.8306511640548706,0.0,0.800000011920929,0.003643340663984418,1.0,0.35347434878349304,63.150840759277344,2.061074733734131,0.9431891|0.0568109|0.0000000|0.0000000|0.0000000|0.0000000|0.0000000|0.0000000|0.0000000|0.0000000,0,0.9431891441345215,,0,0,0,0,1,
extended,Town04,night_rain_fog,20,6,0.3,328.35382080078125,-172.28662109375,0.10765498876571655,-179.7108154296875,0.002344170444591433,499.74758306861884,0.0004690686915238032,0.001007080078125,0.0006450176160170962,0.4288216752002356,0.12053640212948413,0.294429212808609,0.5045669674873352,0.8256000280380249,0.0,0.800000011920929,0.0035012648440897465,1.0,0.35376235842704773,86.72197723388672,2.0545601844787598,0.9403778|0.0596222|0.0000000|0.0000000|0.0000000|0.0000000|0.0000000|0.0000000|0.0000000|0.0000000,0,0.9403777718544006,,0,0,0,0,1,
extended,Town04,night_rain_fog,20,7,0.35,328.35382080078125,-172.286865234375,0.11264827847480774,-179.7140350341797,0.002345559976547252,499.74758167908686,0.0004693467369781558,0.000762939453125,0.0007012103150176863,0.3201988817294207,0.1206794293977803,0.2321777641773224,0.5641300082206726,0.8342994451522827,0.0,0.800000011920929,0.003364579053595662,1.0,0.3539905846118927,76.61236572265625,2.018789291381836,0.9381506|0.0618494|0.0000000|0.0000000|0.0000000|0.0000000|0.0000000|0.0000000|0.0000000|0.0000000,0,0.9381506443023682,828.8573921488897,0,0,0,0,1,
extended,Town04,night_rain_fog,20,8,0.4,328.3537902832031,-172.2870635986328,0.11632747203111649,-179.7163848876953,0.0023772060546141077,499.7475500330088,0.00047567911970439024,0.0005645751953125,0.0007422229958051751,0.2350408330550702,0.12074263032085443,0.16451728343963623,0.6252186894416809,0.8432503938674927,0.0,0.800000011920929,0.0032281100284308195,1.0,0.3535992205142975,49.599891662597656,2.032735586166382,0.9419870|0.0580130|0.0000000|0.0000000|0.0000000|0.0000000|0.0000000|0.0000000|0.0000000|0.0000000,0,0.9419869780540466,457.8261781029704,0,0,0,0,1,
extended,Town04,night_rain_fog,20,9,0.45,328.3537292480469,-172.28720092773438,0.11899741739034653,-179.71812438964844,0.0024390218330447616,499.7474882172304,0.0004880484618616095,0.00042724609375,0.0007725830322318217,0.1704614730906545,0.12079284116423883,0.25213944911956787,0.5677661895751953,0.8429664373397827,0.0,0.800000011920929,0.003099811263382435,1.0,0.3544152081012726,79.25822448730469,2.058310031890869,0.9340113|0.0659887|0.0000000|0.0000000|0.0000000|0.0000000|0.0000000|0.0000000|0.0000000|0.0000000,0,0.9340113401412964,308.12193641294226,0,0,0,0,1,
extended,Town04,night_rain_fog,20,10,0.5,328.35369873046875,-172.28738403320312,0.12091381102800369,-179.71939086914062,0.0024705810653643783,499.74745665799804,0.0004943634667469468,0.000244140625,0.0007946872692796703,0.12255669052617857,0.12169228064819458,0.031032711267471313,0.9756851196289062,0.926097571849823,0.0,0.8799999952316284,0.0030161882750689983,0.9912458062171936,0.800000011920929,0.8823580741882324,1.5839658975601196,1.0000000|0.0000000|0.0000000|0.0000000|0.0000000|0.0000000|0.0000000|0.0000000|0.0000000|0.0000000,0,1.0,236.74537345559972,0,0,0,0,1,
