protocol,town,weather,episode,seed,checkpoint_role,checkpoint_training_steps,calibrator_fitted,requested_npc,spawned_npc,requested_walkers,spawned_walkers,spawn_index,goal_index,route_length_m,steps,total_reward,success,terminal_reason,route_completion_pct,distance_km,collision,collision_type,off_route,timeout,stuck,red_light_events,intervention_rate,mean_cte_m,mean_abs_route_heading_rad,mean_speed_kmh,min_ttc_s,ttc_observed,mean_sigma_bar,mean_sigma_ale,mean_sigma_epi,mean_policy_entropy_proxy,local_infraction_score,local_driving_score,official_leaderboard_score,server_error
extended,Town04,night_rain_fog,1,43,source,497953,0,20,20,0,0,71,-1,500.9392136182113,2518,75.47364491316505,1,goal,98.43330366006602,0.4933569850488861,0,none,0,0,0,0,0.1465448768864178,0.05933594335919881,0.0313271238206795,14.113856705302677,0.7938684130462539,1,0.7953080150156006,0.36962870775919476,1.6138638631886202,2.6048480784305985,1.0,98.43330366006602,0,0
extended,Town04,night_rain_fog,2,44,source,497953,0,20,20,0,0,84,-1,499.18294585148607,2208,-104.64742977999028,1,goal,98.42600123630385,0.4911368769811007,0,none,0,0,0,0,0.0901268115942029,0.12035538913481936,0.035590557568996505,16.02424451124391,0.37833596014113646,1,0.666040457137253,0.3661636206375408,1.013915458567351,2.5928326781461206,1.0,98.42600123630385,0,0
extended,Town04,night_rain_fog,3,45,source,497953,0,20,20,0,0,47,-1,500.92913681739,2232,-151.90779539894152,1,goal,98.41306884433924,0.49319542429492264,0,none,0,0,0,0,0.06317204301075269,0.08677985174589624,0.032643085560723865,15.918490367424203,0.6625373442640823,1,0.6066003625538187,0.34085838795776435,0.7062182973678712,2.7335297603921225,1.0,98.41306884433924,0,0
extended,Town04,night_rain_fog,4,46,source,497953,0,20,20,0,0,23,-1,500.83222225918024,2200,-96.09756370973285,1,goal,98.4148865561926,0.49293672423036683,0,none,0,0,0,0,0.08181818181818182,0.04382000271221014,0.03054360551820774,16.150456606444568,0.3960202131526014,1,0.5222648728164759,0.3464165598560463,1.6740775115581412,2.604614488536661,1.0,98.4148865561926,0,0
extended,Town04,night_rain_fog,5,47,source,497953,0,20,20,0,0,95,-1,500.4864696885291,2279,-82.81584375726152,1,goal,98.43004130781989,0.49271682337377976,0,none,0,0,0,0,0.1075032909170689,0.06914484502543251,0.017961404433025664,15.574069316201355,0.21132717349372046,1,0.5888420164768191,0.3543291115522803,2.005706508921478,2.517919571266827,1.0,98.43004130781989,0,0
extended,Town04,night_rain_fog,6,48,source,497953,0,20,20,0,0,193,-1,499.1315101920988,4947,1032.1747946055034,1,goal,98.4038359397153,0.4913030310213328,0,none,0,0,0,0,0.6654538103901354,0.11577339325140625,0.1334567298505657,7.163069162732341,1.2369925959720414,1,0.9487443032567371,0.5085829556205187,18.128298651634847,1.7129546155441837,1.0,98.4038359397153,0,0
extended,Town04,night_rain_fog,7,49,source,497953,0,20,20,0,0,73,-1,499.4946506011755,2274,-106.28909205455382,1,goal,98.43259259178731,0.49159890737530104,0,none,0,0,0,0,0.08487247141600704,0.11141731027245895,0.038396426273444965,15.573732089329358,0.3864065807317687,1,0.6735639490233039,0.35840778092123904,1.097833922922979,2.6003210093488582,1.0,98.43259259178731,0,0
extended,Town04,night_rain_fog,8,50,source,497953,0,20,20,0,0,41,-1,498.96786524653186,2463,-79.44685048087918,1,goal,98.4247432797829,0.4913274264049714,0,none,0,0,0,0,0.14778725131952902,0.07333966000233896,0.035633785179664305,14.37025667697102,0.34135303283425805,1,0.6930595090657388,0.3405318399645476,1.2785859522717908,2.6866155343959837,1.0,98.4247432797829,0,0
extended,Town04,night_rain_fog,9,51,source,497953,0,20,20,0,0,76,-1,499.6640947607116,2242,-31.509183855888278,1,goal,98.42428363778801,0.49212475206592426,0,none,0,0,0,0,0.1159678858162355,0.08147662014996612,0.01609649444077347,15.81411692903892,0.26450017809700127,1,0.8305571606045424,0.6512731031367653,1.888691648901085,1.6626699103190365,1.0,98.42428363778801,0,0
extended,Town04,night_rain_fog,10,52,source,497953,0,20,20,0,0,301,-1,499.33678864869165,2401,48.30453143124266,1,goal,98.433258170696,0.49187641107509955,0,none,0,0,0,0,0.12078300708038317,0.1072476324897048,0.07894171071392823,14.768933955580374,0.10910223577740392,1,0.7362898123333822,0.4773006225094007,1.3029406537503152,2.2756768724710827,1.0,98.433258170696,0,0
