protocol,town,weather,episodes,success_rate_pct,mean_local_driving_score,std_local_driving_score,mean_route_completion_pct,std_route_completion_pct,mean_local_infraction_score,std_local_infraction_score,mean_cte_m,std_cte_m,mean_abs_route_heading_rad,std_abs_route_heading_rad,mean_min_ttc_s,std_min_ttc_s,ttc_observed_episodes,mean_intervention_rate,std_intervention_rate,mean_sigma_bar,std_sigma_bar,mean_policy_entropy_proxy,reliability_proxy_ece,total_distance_km,collisions,collisions_per_km,off_routes,off_routes_per_km,timeouts,timeouts_per_km,red_light_events,red_light_events_per_km,server_errors,official_leaderboard_score
extended,Town04,night_rain_fog,20,100.0,98.42232328364216,0.011485868422712774,98.42232328364216,0.011485868422712774,1.0,0.0,0.09053780412591436,0.031959841943014065,0.060500345662620345,0.059806497944383884,1.075453993564993,1.0563269746147597,20,0.205015203301585,0.20619851984118517,0.7933463970608232,0.13328401763494307,2.113671398893581,0.7933463970608231,9.84745647638759,0,0.0,0,0.0,0,0.0,0,0.0,0,0
