protocol,town,weather,episode,t,sim_time_s,ego_x,ego_y,ego_z,ego_yaw_deg,route_s_m,route_remaining_m,route_completion_pct,cte_m,route_heading_rad,speed_kmh,reward,command_throttle,command_brake,command_steer,applied_throttle,applied_brake,applied_steer,sigma_bar,sigma_ale,sigma_epi,policy_entropy_proxy,attention,top_attention_index,top_attention_value,ttc_s,collision,off_route,timeout,red_light_violation,intervention,terminal_reason
cross_town,Town02,mixed,3,1,0.05,-7.447046756744385,219.40994262695312,0.15079757571220398,89.98705291748047,0.0,501.23677125825446,0.0,0.0,2.663161087212984e-07,0.46652337312787184,0.45037940363518003,0.14948147535324097,0.25509828329086304,0.05679376423358917,0.0,0.07999999821186066,0.05679376423358917,0.772554337978363,0.30376026034355164,0.5019373893737793,1.2505676746368408,1.0000000|0.0000000|0.0000000|0.0000000|0.0000000|0.0000000|0.0000000|0.0000000|0.0000000|0.0000000,0,1.0,,0,0,0,0,0,
cross_town,Town02,mixed,3,2,0.1,-7.447046756744385,219.40994262695312,0.161112442612648,89.98705291748047,0.0,501.23677125825446,0.0,0.0,2.663161087212984e-07,0.8584078967571339,0.4572390886578351,0.25885629653930664,0.6794106364250183,0.49159982800483704,0.0,0.1599999964237213,0.13679376244544983,0.6658638715744019,0.22209088504314423,0.4502933919429779,1.490208625793457,1.0000000|0.0000000|0.0000000|0.0000000|0.0000000|0.0000000|0.0000000|0.0000000|0.0000000|0.0000000,0,1.0,,0,0,0,0,0,
cross_town,Town02,mixed,3,3,0.15,-7.447046756744385,219.40994262695312,0.17358183860778809,89.98705291748047,0.0,501.23677125825446,0.0,0.0,2.663161087212984e-07,0.8940891087055264,0.43487742271147656,0.21098199486732483,0.6109858155250549,0.44252869486808777,0.0,0.23999999463558197,0.21679376065731049,0.8894805312156677,0.24018625915050507,0.7811751961708069,1.1207234859466553,0.7792385|0.1087609|0.1120006|0.0000000|0.0000000|0.0000000|0.0000000|0.0000000|0.0000000|0.0000000,0,0.7792385220527649,,0,0,0,0,0,
cross_town,Town02,mixed,3,4,0.2,-7.447046756744385,219.40994262695312,0.1851729154586792,89.98705291748047,0.0,501.23677125825446,0.0,0.0,2.663161087212984e-07,0.784206300973901,0.42386864748046255,0.43984246253967285,0.7305949926376343,0.44236618280410767,0.0,0.3199999928474426,0.29679375886917114,0.9995682835578918,0.2313532531261444,2.2054924964904785,1.0195274353027344,0.8873987|0.1126013|0.0000000|0.0000000|0.0000000|0.0000000|0.0000000|0.0000000|0.0000000|0.0000000,0,0.8873986601829529,,0,0,0,0,0,
cross_town,Town02,mixed,3,5,0.25,-7.447046756744385,219.40994262695312,0.19481006264686584,89.98705291748047,0.0,501.23677125825446,0.0,0.0,2.663161087212984e-07,0.6321009635931872,0.42866275634273826,0.30141139030456543,0.5871790647506714,0.009384814649820328,0.0,0.4000000059604645,0.21679376065731049,0.9516271948814392,0.3040330410003662,0.9407755732536316,0.4220852255821228,0.5357744|0.4642257|0.0000000|0.0000000|0.0000000|0.0000000|0.0000000|0.0000000|0.0000000|0.0000000,0,0.5357743501663208,,0,0,0,0,0,
cross_town,Town02,mixed,3,6,0.3,-7.447046279907227,219.40994262695312,0.20233973860740662,89.98705291748047,1.0766143529545502e-10,501.2367712581468,2.1479157449919837e-11,4.76837158203125e-07,2.663161087212984e-07,0.48440807461739305,0.4238253804347914,0.457301527261734,0.7239804863929749,0.3331393599510193,0.0,0.48000001907348633,0.29679375886917114,0.9999998807907104,0.23208573460578918,4.335375785827637,0.7048360109329224,0.8785028|0.1214971|0.0000000|0.0000000|0.0000000|0.0000000|0.0000000|0.0000000|0.0000000|0.0000000,0,0.8785027861595154,,0,0,0,0,0,
cross_town,Town02,mixed,3,7,0.35,-7.447046279907227,219.40994262695312,0.20799338817596436,89.98705291748047,1.0766143529545502e-10,501.2367712581468,2.1479157449919837e-11,4.76837158203125e-07,2.663161087212984e-07,0.3589437246323815,0.42382536846122243,0.4351135194301605,0.7741664052009583,0.21668940782546997,0.0,0.5600000023841858,0.21679376065731049,1.0,0.30405864119529724,8.693414688110352,0.09708184003829956,0.4913608|0.5086392|0.0000000|0.0000000|0.0000000|0.0000000|0.0000000|0.0000000|0.0000000|0.0000000,1,0.5086392164230347,412.3688057937156,0,0,0,0,0,
cross_town,Town02,mixed,3,8,0.4,-7.447046279907227,219.40994262695312,0.21212264895439148,89.98705291748047,1.0766143529545502e-10,501.2367712581468,2.1479157449919837e-11,4.76837158203125e-07,2.663161087212984e-07,0.2596451014280403,0.423829123552825,0.4581717848777771,0.4339214265346527,0.45250189304351807,0.0,0.47999998927116394,0.29679375886917114,0.9999624490737915,0.23272202908992767,2.8145227432250977,0.36650973558425903,0.8707677|0.1292323|0.0000000|0.0000000|0.0000000|0.0000000|0.0000000|0.0000000|0.0000000|0.0000000,0,0.8707677125930786,251.49371487778114,0,0,0,0,0,
cross_town,Town02,mixed,3,9,0.45,-7.447046279907227,219.40994262695312,0.21507754921913147,89.98705291748047,1.0766143529545502e-10,501.2367712581468,2.1479157449919837e-11,4.76837158203125e-07,2.663161087212984e-07,0.18444942533982944,0.42917434095604345,0.47391924262046814,0.7416911721229553,0.2527197003364563,0.0,0.5600000023841858,0.2527197003364563,1.0,0.30375179648399353,7.112806797027588,0.26160115003585815,1.0000000|0.0000000|0.0000000|0.0000000|0.0000000|0.0000000|0.0000000|0.0000000|0.0000000|0.0000000,0,1.0,184.38018526653315,0,0,0,0,0,
cross_town,Town02,mixed,3,10,0.5,-7.447046279907227,219.40994262695312,0.2171591967344284,89.98705291748047,1.0766143529545502e-10,501.2367712581468,2.1479157449919837e-11,4.76837158203125e-07,2.663161087212984e-07,0.12919035404935802,0.4391448827365601,0.06220310926437378,0.06288594007492065,0.1714974045753479,0.0,0.47999998927116394,0.17271970212459564,0.8468048572540283,0.800000011920929,0.12743934988975525,-1.567697286605835,1.0000000|0.0000000|0.0000000|0.0000000|0.0000000|0.0000000|0.0000000|0.0000000|0.0000000|0.0000000,0,1.0,141.31975624246292,0,0,0,0,0,
