protocol,town,weather,episodes,success_rate_pct,mean_local_driving_score,std_local_driving_score,mean_route_completion_pct,std_route_completion_pct,mean_local_infraction_score,std_local_infraction_score,mean_cte_m,std_cte_m,mean_abs_route_heading_rad,std_abs_route_heading_rad,mean_min_ttc_s,std_min_ttc_s,ttc_observed_episodes,mean_intervention_rate,std_intervention_rate,mean_sigma_bar,std_sigma_bar,mean_policy_entropy_proxy,reliability_proxy_ece,total_distance_km,collisions,collisions_per_km,off_routes,off_routes_per_km,timeouts,timeouts_per_km,red_light_events,red_light_events_per_km,server_errors,official_leaderboard_score
cross_town,Town02,mixed,3,33.333333333333336,60.11344725252628,33.16965834822616,76.4992427484774,18.988483425594616,0.75,0.21650635094610965,0.464618916407683,0.10925770810437563,0.12449460053815903,0.0148874492837762,0.4922022737180529,0.13030791261909613,3,0.6340685409098216,0.02692824206953431,0.9937175868926578,0.005712506505238415,-0.48481680018340273,0.32705092022599114,1.1552565947243687,2,1.7312171245187116,0,0.0,0,0.0,0,0.0,0,0
